GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CTY_SUB,CTY_SUBA,DZ2001
"G0100010005","1980","Alabama","01","Autauga","001",,"Autaugaville division","005",3163
"G0100010010","1980","Alabama","01","Autauga","001",,"Billingsley division","010",2172
"G0100010015","1980","Alabama","01","Autauga","001",,"Marbury division","015",2835
"G0100010020","1980","Alabama","01","Autauga","001",,"Prattville division","020",24089
"G0100030005","1980","Alabama","01","Baldwin","003",,"Bay Minette division","005",17040
"G0100030010","1980","Alabama","01","Baldwin","003",,"Daphne division","010",13563
"G0100030015","1980","Alabama","01","Baldwin","003",,"Elberta division","015",4230
"G0100030020","1980","Alabama","01","Baldwin","003",,"Fairhope division","020",13782
"G0100030025","1980","Alabama","01","Baldwin","003",,"Foley division","025",14017
"G0100030035","1980","Alabama","01","Baldwin","003",,"Robertsdale division","035",9993
"G0100030040","1980","Alabama","01","Baldwin","003",,"Stockton division","040",3704
"G0100030045","1980","Alabama","01","Baldwin","003",,"Summerdale division","045",2111
"G0100050005","1980","Alabama","01","Barbour","005",,"Bakerhill division","005",2189
"G0100050010","1980","Alabama","01","Barbour","005",,"Clayton division","010",3144
"G0100050015","1980","Alabama","01","Barbour","005",,"Clio division","015",3105
"G0100050020","1980","Alabama","01","Barbour","005",,"Eufaula division","020",13766
"G0100050025","1980","Alabama","01","Barbour","005",,"Louisville division","025",2552
"G0100070008","1980","Alabama","01","Bibb","007",,"Centreville-Brent division","008",9602
"G0100070015","1980","Alabama","01","Bibb","007",,"Piper-Coleanor division","015",879
"G0100070020","1980","Alabama","01","Bibb","007",,"West Blocton division","020",5242
"G0100090005","1980","Alabama","01","Blount","009",,"Blountsville division","005",5212
"G0100090010","1980","Alabama","01","Blount","009",,"Brooksville division","010",3549
"G0100090015","1980","Alabama","01","Blount","009",,"Clarence division","015",3928
"G0100090020","1980","Alabama","01","Blount","009",,"Cleveland division","020",2361
"G0100090025","1980","Alabama","01","Blount","009",,"Hayden division","025",5812
"G0100090030","1980","Alabama","01","Blount","009",,"Locust Fork division","030",5035
"G0100090035","1980","Alabama","01","Blount","009",,"Oneonta division","035",10562
"G0100110005","1980","Alabama","01","Bullock","011",,"Fitzpatrick division","005",1069
"G0100110010","1980","Alabama","01","Bullock","011",,"Inverness division","010",2251
"G0100110015","1980","Alabama","01","Bullock","011",,"Midway division","015",1290
"G0100110020","1980","Alabama","01","Bullock","011",,"Union Springs division","020",5986
"G0100130005","1980","Alabama","01","Butler","013",,"Chapman division","005",1913
"G0100130010","1980","Alabama","01","Butler","013",,"Forest Home division","010",1786
"G0100130015","1980","Alabama","01","Butler","013",,"Georgiana-McKenzie division","015",5161
"G0100130020","1980","Alabama","01","Butler","013",,"Greenville division","020",12820
"G0100150005","1980","Alabama","01","Calhoun","015",,"Anniston division","005",80440
"G0100150010","1980","Alabama","01","Calhoun","015",,"Choccolocco division","010",3753
"G0100150015","1980","Alabama","01","Calhoun","015",,"Jacksonville division","015",14487
"G0100150020","1980","Alabama","01","Calhoun","015",,"Ohatchee division","020",2857
"G0100150030","1980","Alabama","01","Calhoun","015",,"Piedmont division","030",8089
"G0100150040","1980","Alabama","01","Calhoun","015",,"Websters Chapel-Alexandria Valley division","040",7310
"G0100170005","1980","Alabama","01","Chambers","017",,"Five Points division","005",2464
"G0100170010","1980","Alabama","01","Chambers","017",,"Lafayette division","010",6618
"G0100170015","1980","Alabama","01","Chambers","017",,"Lanett division","015",12203
"G0100170020","1980","Alabama","01","Chambers","017",,"Langdale division","020",15358
"G0100170025","1980","Alabama","01","Chambers","017",,"Milltown division","025",1254
"G0100170030","1980","Alabama","01","Chambers","017",,"Waverly division","030",1294
"G0100190005","1980","Alabama","01","Cherokee","019",,"Cedar Bluff-Gaylesville division","005",4988
"G0100190010","1980","Alabama","01","Cherokee","019",,"Centre division","010",6659
"G0100190015","1980","Alabama","01","Cherokee","019",,"Leesburg division","015",3413
"G0100190020","1980","Alabama","01","Cherokee","019",,"Mud Creek division","020",3700
"G0100210005","1980","Alabama","01","Chilton","021",,"Clanton division","005",11702
"G0100210010","1980","Alabama","01","Chilton","021",,"Isabella-Pletcher division","010",2163
"G0100210015","1980","Alabama","01","Chilton","021",,"Jemison division","015",8643
"G0100210020","1980","Alabama","01","Chilton","021",,"Maplesville division","020",2892
"G0100210025","1980","Alabama","01","Chilton","021",,"Mineral Springs division","025",1852
"G0100210030","1980","Alabama","01","Chilton","021",,"Verbena division","030",3360
"G0100230005","1980","Alabama","01","Choctaw","023",,"Butler division","005",5217
"G0100230010","1980","Alabama","01","Choctaw","023",,"Gilbertown-Toxey division","010",4289
"G0100230015","1980","Alabama","01","Choctaw","023",,"Lisman division","015",4660
"G0100230020","1980","Alabama","01","Choctaw","023",,"Silas division","020",2673
"G0100250005","1980","Alabama","01","Clarke","025",,"Coffeeville division","005",1482
"G0100250010","1980","Alabama","01","Clarke","025",,"Fulton division","010",2188
"G0100250015","1980","Alabama","01","Clarke","025",,"Grove Hill division","015",6527
"G0100250020","1980","Alabama","01","Clarke","025",,"Jackson Northwest division","020",8060
"G0100250025","1980","Alabama","01","Clarke","025",,"Jackson Southeast division","025",2740
"G0100250030","1980","Alabama","01","Clarke","025",,"Thomasville division","030",6705
"G0100270005","1980","Alabama","01","Clay","027",,"Ashland division","005",6167
"G0100270010","1980","Alabama","01","Clay","027",,"Lineville division","010",5087
"G0100270015","1980","Alabama","01","Clay","027",,"Millerville-Hollins division","015",2449
"G0100290005","1980","Alabama","01","Cleburne","029",,"Fruithurst division","005",1846
"G0100290010","1980","Alabama","01","Cleburne","029",,"Heflin division","010",7166
"G0100290015","1980","Alabama","01","Cleburne","029",,"Ranburne division","015",3583
"G0100310005","1980","Alabama","01","Coffee","031",,"Elba division","005",7429
"G0100310010","1980","Alabama","01","Coffee","031",,"Enterprise division","010",24412
"G0100310020","1980","Alabama","01","Coffee","031",,"Goodman division","020",1958
"G0100310025","1980","Alabama","01","Coffee","031",,"Jack division","025",1484
"G0100310030","1980","Alabama","01","Coffee","031",,"Kinston division","030",1453
"G0100310040","1980","Alabama","01","Coffee","031",,"Victoria division","040",1797
"G0100330005","1980","Alabama","01","Colbert","033",,"Cherokee division","005",4851
"G0100330010","1980","Alabama","01","Colbert","033",,"Leighton division","010",7891
"G0100330012","1980","Alabama","01","Colbert","033",,"Littleville division","012",8412
"G0100330023","1980","Alabama","01","Colbert","033",,"Tri-Cities division","023",33365
"G0100350005","1980","Alabama","01","Conecuh","035",,"Castleberry division","005",3986
"G0100350010","1980","Alabama","01","Conecuh","035",,"Evergreen division","010",6870
"G0100350015","1980","Alabama","01","Conecuh","035",,"Lyeffion division","015",2260
"G0100350020","1980","Alabama","01","Conecuh","035",,"Repton division","020",1881
"G0100350025","1980","Alabama","01","Conecuh","035",,"Shreve division","025",887
"G0100370005","1980","Alabama","01","Coosa","037",,"Goodwater-Kellyton division","005",4348
"G0100370010","1980","Alabama","01","Coosa","037",,"Rockford division","010",3529
"G0100370015","1980","Alabama","01","Coosa","037",,"Weogufka-Marble Valley division","015",3500
"G0100390005","1980","Alabama","01","Covington","039",,"Andalusia division","005",18168
"G0100390020","1980","Alabama","01","Covington","039",,"Falco division","020",1449
"G0100390025","1980","Alabama","01","Covington","039",,"Florala division","025",3976
"G0100390030","1980","Alabama","01","Covington","039",,"Opp division","030",9912
"G0100390040","1980","Alabama","01","Covington","039",,"Rosehill-Gantt division","040",3345
"G0100410005","1980","Alabama","01","Crenshaw","041",,"Brantley division","005",3677
"G0100410010","1980","Alabama","01","Crenshaw","041",,"Luverne division","010",6818
"G0100410015","1980","Alabama","01","Crenshaw","041",,"Petrey-Highland Home division","015",3615
"G0100430005","1980","Alabama","01","Cullman","043",,"Baileyton-Joppa division","005",4597
"G0100430010","1980","Alabama","01","Cullman","043",,"Bremen division","010",5233
"G0100430015","1980","Alabama","01","Cullman","043",,"Crane Hill division","015",1497
"G0100430020","1980","Alabama","01","Cullman","043",,"Cullman division","020",20145
"G0100430025","1980","Alabama","01","Cullman","043",,"Hanceville division","025",6127
"G0100430030","1980","Alabama","01","Cullman","043",,"Holly Pond division","030",3471
"G0100430035","1980","Alabama","01","Cullman","043",,"Jones Chapel division","035",3588
"G0100430040","1980","Alabama","01","Cullman","043",,"Logan division","040",2926
"G0100430045","1980","Alabama","01","Cullman","043",,"Simcoe division","045",5646
"G0100430050","1980","Alabama","01","Cullman","043",,"Vinemont division","050",6807
"G0100430055","1980","Alabama","01","Cullman","043",,"Welti division","055",1605
"G0100450006","1980","Alabama","01","Dale","045",,"Daleville division","006",8586
"G0100450010","1980","Alabama","01","Dale","045",,"Echo division","010",1880
"G0100450013","1980","Alabama","01","Dale","045",,"Fort Rucker division","013",8932
"G0100450021","1980","Alabama","01","Dale","045",,"Newton-Midland city division","021",7504
"G0100450025","1980","Alabama","01","Dale","045",,"Ozark division","025",20919
"G0100470005","1980","Alabama","01","Dallas","047",,"Carlowville division","005",1309
"G0100470010","1980","Alabama","01","Dallas","047",,"Craig-Tyler division","010",8045
"G0100470015","1980","Alabama","01","Dallas","047",,"Orrville division","015",4246
"G0100470025","1980","Alabama","01","Dallas","047",,"Safford division","025",1246
"G0100470030","1980","Alabama","01","Dallas","047",,"Sardis division","030",2197
"G0100470035","1980","Alabama","01","Dallas","047",,"Selma division","035",36938
"G0100490005","1980","Alabama","01","DeKalb","049",,"Collinsville division","005",3107
"G0100490010","1980","Alabama","01","DeKalb","049",,"Crossville division","010",4486
"G0100490020","1980","Alabama","01","DeKalb","049",,"Fort Payne division","020",15708
"G0100490025","1980","Alabama","01","DeKalb","049",,"Fyffe division","025",4889
"G0100490030","1980","Alabama","01","DeKalb","049",,"Geraldine division","030",4955
"G0100490035","1980","Alabama","01","DeKalb","049",,"Henagar division","035",3053
"G0100490040","1980","Alabama","01","DeKalb","049",,"Ider division","040",4990
"G0100490045","1980","Alabama","01","DeKalb","049",,"Rainsville-Sylvania division","045",9397
"G0100490050","1980","Alabama","01","DeKalb","049",,"Valley Head-Mentone division","050",3073
"G0100510005","1980","Alabama","01","Elmore","051",,"Deatsville division","005",4667
"G0100510010","1980","Alabama","01","Elmore","051",,"Eclectic division","010",6217
"G0100510015","1980","Alabama","01","Elmore","051",,"Elmore division","015",12552
"G0100510020","1980","Alabama","01","Elmore","051",,"Tallassee division","020",6306
"G0100510025","1980","Alabama","01","Elmore","051",,"Titus division","025",2118
"G0100510030","1980","Alabama","01","Elmore","051",,"Wetumpka division","030",11530
"G0100530005","1980","Alabama","01","Escambia","053",,"Atmore division","005",13672
"G0100530010","1980","Alabama","01","Escambia","053",,"Brewton division","010",11301
"G0100530015","1980","Alabama","01","Escambia","053",,"East Escambia division","015",6261
"G0100530020","1980","Alabama","01","Escambia","053",,"Flomaton division","020",3593
"G0100530025","1980","Alabama","01","Escambia","053",,"McCullough-Huxford division","025",3565
"G0100550005","1980","Alabama","01","Etowah","055",,"Altoona division","005",3976
"G0100550015","1980","Alabama","01","Etowah","055",,"Gadsden division","015",77496
"G0100550025","1980","Alabama","01","Etowah","055",,"Hokes Bluff division","025",7505
"G0100550030","1980","Alabama","01","Etowah","055",,"Lookout Mountain division","030",2640
"G0100550035","1980","Alabama","01","Etowah","055",,"Mountainboro division","035",7089
"G0100550045","1980","Alabama","01","Etowah","055",,"Turkeytown division","045",3124
"G0100550050","1980","Alabama","01","Etowah","055",,"Wills Valley division","050",1227
"G0100570005","1980","Alabama","01","Fayette","057",,"Berry division","005",3964
"G0100570010","1980","Alabama","01","Fayette","057",,"Fayette division","010",9727
"G0100570015","1980","Alabama","01","Fayette","057",,"North River division","015",1585
"G0100570020","1980","Alabama","01","Fayette","057",,"Russell division","020",3533
"G0100590005","1980","Alabama","01","Franklin","059",,"Phil Campbell division","005",5605
"G0100590010","1980","Alabama","01","Franklin","059",,"Red Bay division","010",5280
"G0100590015","1980","Alabama","01","Franklin","059",,"Russellville division","015",15669
"G0100590020","1980","Alabama","01","Franklin","059",,"Vina division","020",1796
"G0100610005","1980","Alabama","01","Geneva","061",,"Bellwood-Coffee Springs division","005",2296
"G0100610010","1980","Alabama","01","Geneva","061",,"Geneva division","010",5605
"G0100610015","1980","Alabama","01","Geneva","061",,"Hartford division","015",5130
"G0100610020","1980","Alabama","01","Geneva","061",,"Samson division","020",4887
"G0100610025","1980","Alabama","01","Geneva","061",,"Slocomb division","025",6335
"G0100630005","1980","Alabama","01","Greene","063",,"Boligee division","005",1119
"G0100630010","1980","Alabama","01","Greene","063",,"Eutaw division","010",5328
"G0100630015","1980","Alabama","01","Greene","063",,"Forkland-Tishabee division","015",2281
"G0100630020","1980","Alabama","01","Greene","063",,"Mantua-West Greene division","020",2293
"G0100650005","1980","Alabama","01","Hale","065",,"Greensboro division","005",4461
"G0100650010","1980","Alabama","01","Hale","065",,"Moundville division","010",2321
"G0100650015","1980","Alabama","01","Hale","065",,"Mount Herman Valley division","015",1794
"G0100650020","1980","Alabama","01","Hale","065",,"Prairie Eden-Newbern division","020",2093
"G0100650025","1980","Alabama","01","Hale","065",,"River Bend division","025",1014
"G0100650030","1980","Alabama","01","Hale","065",,"Sawyerville division","030",2132
"G0100650035","1980","Alabama","01","Hale","065",,"Stewart-Akron division","035",1789
"G0100670005","1980","Alabama","01","Henry","067",,"Abbeville division","005",5480
"G0100670010","1980","Alabama","01","Henry","067",,"Haleburg division","010",1409
"G0100670016","1980","Alabama","01","Henry","067",,"Headland-Newville division","016",6372
"G0100670025","1980","Alabama","01","Henry","067",,"Shorterville division","025",2041
"G0100690010","1980","Alabama","01","Houston","069",,"Columbia division","010",1702
"G0100690015","1980","Alabama","01","Houston","069",,"Cottonwood division","015",3890
"G0100690020","1980","Alabama","01","Houston","069",,"Dothan division","020",63302
"G0100690025","1980","Alabama","01","Houston","069",,"Gordon division","025",2381
"G0100690030","1980","Alabama","01","Houston","069",,"Madrid division","030",3357
"G0100710005","1980","Alabama","01","Jackson","071",,"Bridgeport division","005",4390
"G0100710010","1980","Alabama","01","Jackson","071",,"Long Island division","010",5422
"G0100710015","1980","Alabama","01","Jackson","071",,"Paint Rock division","015",2617
"G0100710020","1980","Alabama","01","Jackson","071",,"Pisgah division","020",4165
"G0100710025","1980","Alabama","01","Jackson","071",,"Princeton division","025",2153
"G0100710030","1980","Alabama","01","Jackson","071",,"Scottsboro division","030",20017
"G0100710035","1980","Alabama","01","Jackson","071",,"Section division","035",6036
"G0100710040","1980","Alabama","01","Jackson","071",,"Stevenson division","040",6607
"G0100730015","1980","Alabama","01","Jefferson","073",,"Birmingham division","015",543277
"G0100730022","1980","Alabama","01","Jefferson","073",,"Brookside division","022",3858
"G0100730026","1980","Alabama","01","Jefferson","073",,"Clay division","026",5168
"G0100730029","1980","Alabama","01","Jefferson","073",,"Concord-Hopkins division","029",6524
"G0100730050","1980","Alabama","01","Jefferson","073",,"Gardendale division","050",17118
"G0100730053","1980","Alabama","01","Jefferson","073",,"Graysville-Adamsville division","053",14496
"G0100730055","1980","Alabama","01","Jefferson","073",,"Greenwood division","055",6241
"G0100730062","1980","Alabama","01","Jefferson","073",,"Hoover division","062",26392
"G0100730072","1980","Alabama","01","Jefferson","073",,"Kimberly-Morris division","072",6764
"G0100730075","1980","Alabama","01","Jefferson","073",,"Leeds division","075",9264
"G0100730083","1980","Alabama","01","Jefferson","073",,"Maytown-Sylvan Springs division","083",3751
"G0100730104","1980","Alabama","01","Jefferson","073",,"North Johns division","104",3863
"G0100730113","1980","Alabama","01","Jefferson","073",,"Palmerdale division","113",3260
"G0100730118","1980","Alabama","01","Jefferson","073",,"Robbins Crossroads division","118",4729
"G0100730127","1980","Alabama","01","Jefferson","073",,"Trussville division","127",8654
"G0100730135","1980","Alabama","01","Jefferson","073",,"Warrior division","135",5568
"G0100730140","1980","Alabama","01","Jefferson","073",,"West Jefferson division","140",2270
"G0100750005","1980","Alabama","01","Lamar","075",,"Millport division","005",4434
"G0100750010","1980","Alabama","01","Lamar","075",,"Sulligent division","010",5755
"G0100750015","1980","Alabama","01","Lamar","075",,"Vernon division","015",6264
"G0100770005","1980","Alabama","01","Lauderdale","077",,"Cloverdale division","005",5418
"G0100770010","1980","Alabama","01","Lauderdale","077",,"Florence division","010",47817
"G0100770015","1980","Alabama","01","Lauderdale","077",,"Killen division","015",10609
"G0100770020","1980","Alabama","01","Lauderdale","077",,"Lexington division","020",3936
"G0100770025","1980","Alabama","01","Lauderdale","077",,"Oakland division","025",4008
"G0100770030","1980","Alabama","01","Lauderdale","077",,"Rogersville division","030",6783
"G0100770040","1980","Alabama","01","Lauderdale","077",,"Waterloo division","040",1933
"G0100790005","1980","Alabama","01","Lawrence","079",,"Hatton division","005",4078
"G0100790010","1980","Alabama","01","Lawrence","079",,"Hillsboro division","010",2040
"G0100790015","1980","Alabama","01","Lawrence","079",,"Morris Chapel division","015",7775
"G0100790020","1980","Alabama","01","Lawrence","079",,"Moulton division","020",6740
"G0100790025","1980","Alabama","01","Lawrence","079",,"Mount Hope division","025",1728
"G0100790030","1980","Alabama","01","Lawrence","079",,"Speake-Oakville division","030",1880
"G0100790035","1980","Alabama","01","Lawrence","079",,"Town Creek-Courtland division","035",5929
"G0100810006","1980","Alabama","01","Lee","081",,"Auburn-Opelika division","006",55511
"G0100810010","1980","Alabama","01","Lee","081",,"Beauregard-Marvyn division","010",5017
"G0100810012","1980","Alabama","01","Lee","081",,"Beulah division","012",2726
"G0100810015","1980","Alabama","01","Lee","081",,"Loachapoka-Roxana division","015",2854
"G0100810030","1980","Alabama","01","Lee","081",,"Smiths-Salem division","030",10175
"G0100830005","1980","Alabama","01","Limestone","083",,"Athens division","005",40056
"G0100830025","1980","Alabama","01","Limestone","083",,"Mooresville division","025",3029
"G0100830030","1980","Alabama","01","Limestone","083",,"Salem division","030",2920
"G0100850005","1980","Alabama","01","Lowndes","085",,"Benton-Collirene division","005",2325
"G0100850010","1980","Alabama","01","Lowndes","085",,"Braggs-Prairie Hill division","010",2300
"G0100850015","1980","Alabama","01","Lowndes","085",,"Fort Deposit division","015",4109
"G0100850020","1980","Alabama","01","Lowndes","085",,"Hayneville division","020",3519
"G0100850025","1980","Alabama","01","Lowndes","085",,"Lowndesboro division","025",1000
"G0100870005","1980","Alabama","01","Macon","087",,"Fort Davis division","005",1389
"G0100870010","1980","Alabama","01","Macon","087",,"Little Texas-Society Hill division","010",1681
"G0100870015","1980","Alabama","01","Macon","087",,"Notasulga division","015",2981
"G0100870020","1980","Alabama","01","Macon","087",,"Shorter-Hardaway division","020",2386
"G0100870025","1980","Alabama","01","Macon","087",,"Tuskegee-Milstead division","025",16856
"G0100870030","1980","Alabama","01","Macon","087",,"Warrior-Creek Stand division","030",1536
"G0100890005","1980","Alabama","01","Madison","089",,"Arsenal division","005",5770
"G0100890010","1980","Alabama","01","Madison","089",,"Gurley division","010",3892
"G0100890020","1980","Alabama","01","Madison","089",,"Hazel Green division","020",4666
"G0100890025","1980","Alabama","01","Madison","089",,"Huntsville division","025",158038
"G0100890028","1980","Alabama","01","Madison","089",,"Madison division","028",5865
"G0100890030","1980","Alabama","01","Madison","089",,"Madison Crossroads division","030",4709
"G0100890040","1980","Alabama","01","Madison","089",,"New Hope division","040",7043
"G0100890045","1980","Alabama","01","Madison","089",,"New Market division","045",5825
"G0100890050","1980","Alabama","01","Madison","089",,"Triana-Blackwall division","050",1158
"G0100910005","1980","Alabama","01","Marengo","091",,"Demopolis division","005",10282
"G0100910010","1980","Alabama","01","Marengo","091",,"Dixons Mill division","010",2874
"G0100910015","1980","Alabama","01","Marengo","091",,"Faunsdale division","015",1198
"G0100910020","1980","Alabama","01","Marengo","091",,"Linden division","020",5774
"G0100910025","1980","Alabama","01","Marengo","091",,"Sweet Water division","025",2764
"G0100910030","1980","Alabama","01","Marengo","091",,"Thomaston division","030",2155
"G0100930005","1980","Alabama","01","Marion","093",,"Bear Creek division","005",4314
"G0100930010","1980","Alabama","01","Marion","093",,"Bexar division","010",1843
"G0100930015","1980","Alabama","01","Marion","093",,"Brilliant division","015",2926
"G0100930020","1980","Alabama","01","Marion","093",,"Guin division","020",3482
"G0100930025","1980","Alabama","01","Marion","093",,"Hackleburg division","025",2849
"G0100930030","1980","Alabama","01","Marion","093",,"Hamilton division","030",9401
"G0100930035","1980","Alabama","01","Marion","093",,"Winfield division","035",5226
"G0100950004","1980","Alabama","01","Marshall","095",,"Albertville-Boaz division","004",24970
"G0100950010","1980","Alabama","01","Marshall","095",,"Arab division","010",11393
"G0100950020","1980","Alabama","01","Marshall","095",,"Douglas division","020",3715
"G0100950025","1980","Alabama","01","Marshall","095",,"Grant division","025",7508
"G0100950030","1980","Alabama","01","Marshall","095",,"Guntersville division","030",11995
"G0100950035","1980","Alabama","01","Marshall","095",,"Town Creek division","035",1830
"G0100950040","1980","Alabama","01","Marshall","095",,"Union Grove division","040",4211
"G0100970005","1980","Alabama","01","Mobile","097",,"Bayou La Batre division","005",8276
"G0100970015","1980","Alabama","01","Mobile","097",,"Citronelle division","015",5787
"G0100970025","1980","Alabama","01","Mobile","097",,"Grand Bay division","025",15723
"G0100970030","1980","Alabama","01","Mobile","097",,"Mobile division","030",283673
"G0100970035","1980","Alabama","01","Mobile","097",,"Mount Vernon division","035",5870
"G0100970050","1980","Alabama","01","Mobile","097",,"Semmes division","050",10760
"G0100970055","1980","Alabama","01","Mobile","097",,"Tanner-Williams division","055",12974
"G0100970060","1980","Alabama","01","Mobile","097",,"Theodore division","060",21316
"G0100990005","1980","Alabama","01","Monroe","099",,"Beatrice division","005",1945
"G0100990010","1980","Alabama","01","Monroe","099",,"Frisco City division","010",5062
"G0100990015","1980","Alabama","01","Monroe","099",,"Monroeville division","015",9334
"G0100990020","1980","Alabama","01","Monroe","099",,"Peterman division","020",2093
"G0100990025","1980","Alabama","01","Monroe","099",,"Uriah division","025",1785
"G0100990030","1980","Alabama","01","Monroe","099",,"Vredenburgh division","030",2432
"G0101010015","1980","Alabama","01","Montgomery","101",,"Hope Hull division","015",9084
"G0101010025","1980","Alabama","01","Montgomery","101",,"Montgomery division","025",177406
"G0101010030","1980","Alabama","01","Montgomery","101",,"Mount Meigs division","030",3358
"G0101010035","1980","Alabama","01","Montgomery","101",,"Pike Road division","035",3142
"G0101010040","1980","Alabama","01","Montgomery","101",,"Pine Level division","040",1463
"G0101010045","1980","Alabama","01","Montgomery","101",,"Ramer division","045",2585
"G0101030010","1980","Alabama","01","Morgan","103",,"Danville division","010",4404
"G0101030015","1980","Alabama","01","Morgan","103",,"Decatur division","015",48929
"G0101030020","1980","Alabama","01","Morgan","103",,"Eva division","020",4200
"G0101030025","1980","Alabama","01","Morgan","103",,"Falkville division","025",4217
"G0101030030","1980","Alabama","01","Morgan","103",,"Hartselle division","030",15096
"G0101030035","1980","Alabama","01","Morgan","103",,"Laceys Spring division","035",6594
"G0101030040","1980","Alabama","01","Morgan","103",,"Somerville division","040",6791
"G0101050005","1980","Alabama","01","Perry","105",,"Hamburg division","005",1041
"G0101050010","1980","Alabama","01","Perry","105",,"Heiberger division","010",1305
"G0101050015","1980","Alabama","01","Perry","105",,"Marion division","015",6131
"G0101050020","1980","Alabama","01","Perry","105",,"Sprott division","020",1830
"G0101050025","1980","Alabama","01","Perry","105",,"Uniontown division","025",4705
"G0101070005","1980","Alabama","01","Pickens","107",,"Aliceville division","005",5456
"G0101070010","1980","Alabama","01","Pickens","107",,"Carrollton division","010",4108
"G0101070015","1980","Alabama","01","Pickens","107",,"Ethelsville division","015",2257
"G0101070020","1980","Alabama","01","Pickens","107",,"Gordo division","020",4409
"G0101070025","1980","Alabama","01","Pickens","107",,"Raleigh division","025",967
"G0101070030","1980","Alabama","01","Pickens","107",,"Reform division","030",4284
"G0101090005","1980","Alabama","01","Pike","109",,"Banks-Josie division","005",2123
"G0101090010","1980","Alabama","01","Pike","109",,"Brundidge division","010",5419
"G0101090015","1980","Alabama","01","Pike","109",,"Goshen-Shady Grove division","015",2242
"G0101090020","1980","Alabama","01","Pike","109",,"Henderson-Spring Hill division","020",2324
"G0101090025","1980","Alabama","01","Pike","109",,"Needmore division","025",1186
"G0101090030","1980","Alabama","01","Pike","109",,"Troy division","030",14756
"G0101110005","1980","Alabama","01","Randolph","111",,"Folsom division","005",2573
"G0101110010","1980","Alabama","01","Randolph","111",,"Roanoke division","010",9447
"G0101110015","1980","Alabama","01","Randolph","111",,"Wadley division","015",1939
"G0101110020","1980","Alabama","01","Randolph","111",,"Wedowee division","020",3372
"G0101110025","1980","Alabama","01","Randolph","111",,"Woodland division","025",2744
"G0101130005","1980","Alabama","01","Russell","113",,"Cottonton-Seale division","005",4015
"G0101130010","1980","Alabama","01","Russell","113",,"Crawford division","010",2905
"G0101130015","1980","Alabama","01","Russell","113",,"Hurtsboro division","015",3196
"G0101130025","1980","Alabama","01","Russell","113",,"Phenix City division","025",37240
"G0101150005","1980","Alabama","01","St Clair","115",,"Ashville division","005",6347
"G0101150010","1980","Alabama","01","St Clair","115",,"Moody division","010",10420
"G0101150015","1980","Alabama","01","St Clair","115",,"Pell City division","015",13642
"G0101150020","1980","Alabama","01","St Clair","115",,"Ragland division","020",3738
"G0101150025","1980","Alabama","01","St Clair","115",,"Springville division","025",7058
"G0101170003","1980","Alabama","01","Shelby","117",,"Alabaster-Helena division","003",33674
"G0101170005","1980","Alabama","01","Shelby","117",,"Calera division","005",4239
"G0101170010","1980","Alabama","01","Shelby","117",,"Chelsea division","010",5790
"G0101170015","1980","Alabama","01","Shelby","117",,"Columbiana division","015",6311
"G0101170025","1980","Alabama","01","Shelby","117",,"Montevallo division","025",8969
"G0101170035","1980","Alabama","01","Shelby","117",,"Vincent division","035",4999
"G0101170040","1980","Alabama","01","Shelby","117",,"Wilsonville division","040",2316
"G0101190005","1980","Alabama","01","Sumter","119",,"Belmont division","005",853
"G0101190010","1980","Alabama","01","Sumter","119",,"Cuba division","010",1550
"G0101190015","1980","Alabama","01","Sumter","119",,"Gainesville division","015",906
"G0101190020","1980","Alabama","01","Sumter","119",,"Livingston division","020",5829
"G0101190025","1980","Alabama","01","Sumter","119",,"Panola-Geiger division","025",1517
"G0101190030","1980","Alabama","01","Sumter","119",,"York division","030",6253
"G0101210005","1980","Alabama","01","Talladega","121",,"Childersburg division","005",8095
"G0101210020","1980","Alabama","01","Talladega","121",,"Lincoln-Eastaboga division","020",4366
"G0101210025","1980","Alabama","01","Talladega","121",,"Munford division","025",5603
"G0101210030","1980","Alabama","01","Talladega","121",,"Renfroe-Lanier division","030",2445
"G0101210040","1980","Alabama","01","Talladega","121",,"Sycamore-Winterboro division","040",5040
"G0101210045","1980","Alabama","01","Talladega","121",,"Sylacauga division","045",22343
"G0101210050","1980","Alabama","01","Talladega","121",,"Talladega division","050",25934
"G0101230005","1980","Alabama","01","Tallapoosa","123",,"Alexander City division","005",18637
"G0101230010","1980","Alabama","01","Tallapoosa","123",,"Camp Hill division","010",2498
"G0101230015","1980","Alabama","01","Tallapoosa","123",,"Dadeville division","015",9214
"G0101230025","1980","Alabama","01","Tallapoosa","123",,"New Site division","025",2474
"G0101230030","1980","Alabama","01","Tallapoosa","123",,"Tallassee division","030",5853
"G0101250005","1980","Alabama","01","Tuscaloosa","125",,"Abernant division","005",3064
"G0101250010","1980","Alabama","01","Tuscaloosa","125",,"Big Sandy-Duncanville division","010",4358
"G0101250015","1980","Alabama","01","Tuscaloosa","125",,"Brookwood division","015",3338
"G0101250020","1980","Alabama","01","Tuscaloosa","125",,"Coaling-Vance division","020",3985
"G0101250025","1980","Alabama","01","Tuscaloosa","125",,"Coker division","025",6030
"G0101250030","1980","Alabama","01","Tuscaloosa","125",,"Elrod-Moores Bridge-Echola division","030",1073
